visitor_id,nb purchase for this visitorid
visitor_3658,1
visitor_3670,1
visitor_3677,1
visitor_3693,1
visitor_3695,1
visitor_3700,1
visitor_3705,1
visitor_3712,1
visitor_3741,1
visitor_3743,1
visitor_3754,1
visitor_3758,1
visitor_3760,1
visitor_3761,1
visitor_3766,1
visitor_3770,1
visitor_3777,1
visitor_3783,1
visitor_3792,1
visitor_3797,1
visitor_3799,1
visitor_3814,1
visitor_3825,1
visitor_3839,1
visitor_3851,1
visitor_3853,1
visitor_3854,1
visitor_3856,1
visitor_3866,1
visitor_3867,1
visitor_3870,1
visitor_3890,1
visitor_3902,1
visitor_3904,1
visitor_3905,1
visitor_3906,1
visitor_3909,1
visitor_3919,1
visitor_3923,1
visitor_3932,1
visitor_3936,1
visitor_3940,1
visitor_3945,1
visitor_3954,1
visitor_3955,1
visitor_3956,1
visitor_3957,1
visitor_3964,1
visitor_3966,1
visitor_3975,1
visitor_3976,1
visitor_3977,1
visitor_3985,1
visitor_3987,1
visitor_4000,1
visitor_4007,1
visitor_4016,1
visitor_4018,1
visitor_4023,1
visitor_4024,1
visitor_4034,1
visitor_4047,1
visitor_4062,1
visitor_4070,1
visitor_4071,1
visitor_4076,1
visitor_4092,1
visitor_4094,1
visitor_4102,1
visitor_4114,1
visitor_4120,1
visitor_4123,1
visitor_4128,1
visitor_4140,1
visitor_4148,1
visitor_4159,1
visitor_4170,1
visitor_4172,1
visitor_4175,1
visitor_4184,1
visitor_4192,1
visitor_4193,1
visitor_4204,1
visitor_4209,1
visitor_4222,1
visitor_4223,1
visitor_4227,1
visitor_4246,1
visitor_4259,1
visitor_4272,1
visitor_4277,1
visitor_4282,1
visitor_4283,1
visitor_4284,1
visitor_4294,1
visitor_4311,1
visitor_4316,1
visitor_4324,1
visitor_4325,1
visitor_4333,1
visitor_4337,1
visitor_4359,1
visitor_4360,1
visitor_4363,1
visitor_4378,1
visitor_4382,1
visitor_4386,1
visitor_4389,1
visitor_4396,1
visitor_4397,1
visitor_4401,1
visitor_4403,1
visitor_4407,1
visitor_4422,1
visitor_4434,1
visitor_4435,1
visitor_4438,1
visitor_4444,1
visitor_4450,1
visitor_4462,1
visitor_4470,1
visitor_4476,1
visitor_4497,1
visitor_4498,1
visitor_4500,1
visitor_4506,1
visitor_4510,1
visitor_4512,1
visitor_4516,1
visitor_4522,1
visitor_4528,1
visitor_4546,1
visitor_4548,1
visitor_4555,1
visitor_4561,1
visitor_4563,1
visitor_4566,1
visitor_4569,1
visitor_4575,1
visitor_4586,1
visitor_4588,1
visitor_4591,1
visitor_4595,1
visitor_4607,1
visitor_4610,1
visitor_4621,1
visitor_4635,1
visitor_4638,1
visitor_4645,1
visitor_4651,1
visitor_4653,1
visitor_4665,1
visitor_4670,1
visitor_4673,1
visitor_4704,1
visitor_4708,1
visitor_4710,1
visitor_4718,1
visitor_4726,1
visitor_4728,1
visitor_4733,1
visitor_4734,1
visitor_4738,1
visitor_4747,1
visitor_4757,1
visitor_4764,1
visitor_4770,1
visitor_4778,1
visitor_4783,1
visitor_4795,1
visitor_4796,1
visitor_4797,1
visitor_4800,1
visitor_4810,1
visitor_4813,1
visitor_4814,1
visitor_4815,1
visitor_4817,1
visitor_4818,1
visitor_4834,1
visitor_4839,1
visitor_4876,1
visitor_4885,1
visitor_4888,1
visitor_4899,1
visitor_4922,1
visitor_4926,1
visitor_4927,1
visitor_4929,1
visitor_4935,1
visitor_4960,1
visitor_4973,1
visitor_4986,1
visitor_4989,1
visitor_4998,1
visitor_5001,1
visitor_5007,1
visitor_5013,1
visitor_5021,1
visitor_5025,1
visitor_5064,1
visitor_5074,1
visitor_5100,1
visitor_5101,1
visitor_5117,1
visitor_5118,1
visitor_5121,1
visitor_5135,1
visitor_5140,1
visitor_5154,1
visitor_5155,1
visitor_5156,1
visitor_5184,1
visitor_5185,1
visitor_5187,1
visitor_5194,1
visitor_5203,1
visitor_5217,1
visitor_5220,1
visitor_5232,1
visitor_5244,1
visitor_5259,1
visitor_5265,1
visitor_5267,1
visitor_5269,1
visitor_5274,1
visitor_5294,1
visitor_5311,1
visitor_5316,1
visitor_5319,1
visitor_5329,1
visitor_5331,1
visitor_5333,1
visitor_5349,1
visitor_5354,1
visitor_5361,1
visitor_5362,1
visitor_5373,1
visitor_5378,1
visitor_5383,1
visitor_5389,1
visitor_5405,1
visitor_5409,1
visitor_5412,1
visitor_5422,1
visitor_5423,1
visitor_5424,1
visitor_5429,1
visitor_5431,1
visitor_5434,1
visitor_5435,1
visitor_5442,1
visitor_5448,1
visitor_5449,1
visitor_5453,1
visitor_5454,1
visitor_5456,1
visitor_5465,1
visitor_5466,1
visitor_5479,1
visitor_5493,1
visitor_5496,1
visitor_5503,1
visitor_5512,1
visitor_5513,1
visitor_5514,1
visitor_5516,1
visitor_5521,1
visitor_5527,1
visitor_5530,1
visitor_5544,1
visitor_5551,1
visitor_5554,1
visitor_5555,1
visitor_5556,1
visitor_5566,1
visitor_5570,1
visitor_5583,1
visitor_5599,1
visitor_5608,1
visitor_5635,1
visitor_5637,1
visitor_5644,1
visitor_5650,1
visitor_5653,1
visitor_5660,1
visitor_5677,1
visitor_5689,1
visitor_5691,1
visitor_5692,1
visitor_5695,1
visitor_5700,1
visitor_5709,1
visitor_5711,1
visitor_5712,1
visitor_5714,1
visitor_5729,1
visitor_5732,1
visitor_5740,1
visitor_5760,1
visitor_5763,1
visitor_5769,1
visitor_5785,1
visitor_5802,1
visitor_5830,1
visitor_5834,1
visitor_5836,1
visitor_5838,1
visitor_5840,1
visitor_5842,1
visitor_5860,1
visitor_5863,1
visitor_5866,1
visitor_5885,1
visitor_5890,1
visitor_5894,1
visitor_5901,1
visitor_5930,1
visitor_5940,1
visitor_5944,1
visitor_5950,1
visitor_5955,1
visitor_5975,1
visitor_5977,1
visitor_5999,1
visitor_6001,1
visitor_6002,1
visitor_6026,1
visitor_6039,1
visitor_6040,1
visitor_6042,1
visitor_6043,1
visitor_6044,1
visitor_6047,1
visitor_6050,1
visitor_6056,1
visitor_6057,1
visitor_6059,1
visitor_6061,1
visitor_6076,1
visitor_6086,1
visitor_6089,1
visitor_6091,1
visitor_6093,1
visitor_6094,1
visitor_6095,1
visitor_6104,1
visitor_6110,1
visitor_6114,1
visitor_6128,1
visitor_6132,1
visitor_6148,1
visitor_6156,1
visitor_6157,1
visitor_6174,1
visitor_6175,1
visitor_6177,1
visitor_6181,1
visitor_6182,1
visitor_6185,1
visitor_6187,1
visitor_6214,1
visitor_6218,1
visitor_6219,1
visitor_6229,1
visitor_6232,1
visitor_6235,1
visitor_6261,1
visitor_6265,1
visitor_6272,1
visitor_6279,1
visitor_6282,1
visitor_6286,1
visitor_6306,1
visitor_6307,1
visitor_6310,1
visitor_6311,1
visitor_6319,1
visitor_6328,1
visitor_6333,1
visitor_6334,1
visitor_6345,1
visitor_6352,1
visitor_6356,1
visitor_6370,1
visitor_6384,1
visitor_6386,1
visitor_6416,1
visitor_6417,1
visitor_6423,1
visitor_6424,1
visitor_6429,1
visitor_6435,1
visitor_6443,1
visitor_6449,1
visitor_6461,1
visitor_6465,1
visitor_6470,1
visitor_6474,1
visitor_6476,1
visitor_6491,1
visitor_6495,1
visitor_6496,1
visitor_6503,1
visitor_6511,1
visitor_6517,1
visitor_6525,1
visitor_6530,1
visitor_6531,1
visitor_6537,1
visitor_6541,1
visitor_6545,1
visitor_6547,1
visitor_6568,1
visitor_6580,1
visitor_6581,1
visitor_6594,1
visitor_6605,1
visitor_6609,1
visitor_6614,1
visitor_6618,1
visitor_6623,1
visitor_6635,1
visitor_6637,1
visitor_6640,1
visitor_6641,1
visitor_6655,1
visitor_6656,1
visitor_6657,1
visitor_6659,1
visitor_6667,1
visitor_6689,1
visitor_6695,1
visitor_6702,1
visitor_6709,1
visitor_6724,1
visitor_6735,1
visitor_6740,1
visitor_6742,1
visitor_6749,1
visitor_6764,1
visitor_6772,1
visitor_6775,1
visitor_6800,1
visitor_6802,1
visitor_6806,1
visitor_6809,1
visitor_6826,1
visitor_6828,1
visitor_6831,1
visitor_6832,1
visitor_6835,1
visitor_6855,1
visitor_6861,1
visitor_6863,1
visitor_6876,1
visitor_6900,1
visitor_6906,1
visitor_6912,1
visitor_6917,1
visitor_6918,1
visitor_6932,1
visitor_6939,1
visitor_6945,1
visitor_6949,1
visitor_6950,1
visitor_6953,1
visitor_6956,1
visitor_6962,1
visitor_6981,1
visitor_6987,1
visitor_6988,1
visitor_6992,1
visitor_6994,1
visitor_7006,1
visitor_7007,1
visitor_7011,1
visitor_7031,1
visitor_7055,1
visitor_7070,1
visitor_7071,1
visitor_7072,1
visitor_7075,1
visitor_7076,1
visitor_7078,1
visitor_7082,1
visitor_7089,1
visitor_7090,1
visitor_7102,1
visitor_7107,1
visitor_7116,1
visitor_7124,1
visitor_7130,1
visitor_7133,1
visitor_7134,1
visitor_7137,1
visitor_7141,1
visitor_7160,1
visitor_7163,1
visitor_7165,1
visitor_7179,1
visitor_7182,1
visitor_7195,1
visitor_7206,1
visitor_7212,1
visitor_7213,1
visitor_7216,1
visitor_7220,1
visitor_7221,1
visitor_7222,1
visitor_7223,1
visitor_7226,1
visitor_7229,1
visitor_7230,1
visitor_7231,1
visitor_7233,1
visitor_7234,1
visitor_7236,1
visitor_7237,1
visitor_7238,1
visitor_7240,1
visitor_7242,1
visitor_7245,1
visitor_7251,1
visitor_7253,1
visitor_7258,1
visitor_7260,1
visitor_7265,1
visitor_7267,1
visitor_7268,1
visitor_7270,1
visitor_7272,1
visitor_7274,1
visitor_7277,1
visitor_7279,1
visitor_7281,1
visitor_7283,1
visitor_7284,1
visitor_7285,1
visitor_7287,1
visitor_7290,1
visitor_7291,1
visitor_7295,1
visitor_7296,1
visitor_7298,1
visitor_7299,1
visitor_7301,1
visitor_7302,1
visitor_7303,1
visitor_7305,1
visitor_7308,1
visitor_7311,1
visitor_7313,1
visitor_7314,1
visitor_7316,1
visitor_7318,1
visitor_7320,1
visitor_7321,1
visitor_7322,1
visitor_7325,1
visitor_7327,1
visitor_7328,1
visitor_7329,1
visitor_7334,1
visitor_7337,1
visitor_7339,1
visitor_7340,1
visitor_7341,1
visitor_7342,1
visitor_7343,1
visitor_7344,1
visitor_7351,1
visitor_7353,1
visitor_7357,1
visitor_7358,1
visitor_7361,1
visitor_7362,1
visitor_7366,1
visitor_7367,1
visitor_7368,1
visitor_7371,1
visitor_7373,1
visitor_7375,1
visitor_7376,1
visitor_7378,1
visitor_7381,1
visitor_7382,1
visitor_7384,1
visitor_7386,1
visitor_7387,1
visitor_7388,1
visitor_7389,1
visitor_7391,1
visitor_7393,1
visitor_7394,1
visitor_7397,1
visitor_7398,1
visitor_7401,1
visitor_7409,1
visitor_7410,1
visitor_7413,1
visitor_7416,1
visitor_7417,1
visitor_7419,1
visitor_7422,1
visitor_7423,1
visitor_7424,1
visitor_7426,1
visitor_7428,1
visitor_7429,1
visitor_7432,1
visitor_7433,1
visitor_7434,1
visitor_7440,1
visitor_7441,1
visitor_7444,1
visitor_7446,1
visitor_7450,1
visitor_7451,1
visitor_7454,1
visitor_7456,1
visitor_7457,1
visitor_7461,1
visitor_7462,1
visitor_7464,1
visitor_7465,1
visitor_7466,1
visitor_7469,1
visitor_7474,1
visitor_7480,1
visitor_7483,1
visitor_7484,1
visitor_7488,1
visitor_7489,1
visitor_7490,1
visitor_7491,1
visitor_7492,1
visitor_7497,1
visitor_7498,1
visitor_7500,1
visitor_7501,1
visitor_7503,1
visitor_7505,1
visitor_7509,1
visitor_7510,1
visitor_7515,1
visitor_7517,1
visitor_7518,1
visitor_7520,1
visitor_7521,1
visitor_7522,1
visitor_7524,1
visitor_7527,1
visitor_7528,1
visitor_7529,1
visitor_7530,1
visitor_7531,1
visitor_7534,1
visitor_7536,1
visitor_7537,1
visitor_7539,1
visitor_7542,1
visitor_7543,1
visitor_7544,1
visitor_7545,1
visitor_7548,1
visitor_7549,1
visitor_7550,1
visitor_7552,1
visitor_7553,1
visitor_7554,1
visitor_7556,1
visitor_7557,1
visitor_7558,1
visitor_7559,1
visitor_7562,1
visitor_7563,1
visitor_7565,1
visitor_7566,1
visitor_7567,1
visitor_7568,1
visitor_7569,1
visitor_7570,1
visitor_7571,1
visitor_7574,1
visitor_7576,1
visitor_7578,1
visitor_7580,1
visitor_7581,1
visitor_7586,1
visitor_7589,1
visitor_7592,1
visitor_7593,1
visitor_7595,1
visitor_7596,1
visitor_7597,1
visitor_7600,1
visitor_7602,1
visitor_7603,1
visitor_7604,1
visitor_7606,1
visitor_7610,1
visitor_7611,1
visitor_7613,1
visitor_7617,1
visitor_7618,1
visitor_7619,1
visitor_7621,1
visitor_7622,1
visitor_7626,1
visitor_7627,1
visitor_7628,1
visitor_7630,1
visitor_7632,1
visitor_7634,1
visitor_7635,1
visitor_7636,1
visitor_7637,1
visitor_7638,1
visitor_7642,1
visitor_7645,1
visitor_7647,1
visitor_7648,1
visitor_7649,1
visitor_7651,1
visitor_7652,1
visitor_7653,1
visitor_7654,1
visitor_7655,1
visitor_7657,1
visitor_7659,1
visitor_7662,1
visitor_7663,1
visitor_7664,1
visitor_7668,1
visitor_7669,1
visitor_7674,1
visitor_7676,1
visitor_7678,1
visitor_7679,1
visitor_7680,1
visitor_7681,1
visitor_7687,1
visitor_7690,1
visitor_7692,1
visitor_7694,1
visitor_7695,1
visitor_7696,1
visitor_7699,1
visitor_7702,1
visitor_7704,1
visitor_7705,1
visitor_7709,1
visitor_7710,1
visitor_7711,1
visitor_7713,1
visitor_7714,1
visitor_7718,1
visitor_7720,1
visitor_7726,1
visitor_7727,1
visitor_7728,1
visitor_7730,1
visitor_7732,1
visitor_7734,1
visitor_7735,1
visitor_7736,1
visitor_7737,1
visitor_7738,1
visitor_7739,1
visitor_7740,1
visitor_7741,1
visitor_7744,1
visitor_7747,1
visitor_7749,1
visitor_7751,1
visitor_7753,1
visitor_7754,1
visitor_7756,1
visitor_7759,1
visitor_7760,1
visitor_7761,1
visitor_7764,1
visitor_7768,1
visitor_7770,1
visitor_7772,1
visitor_7774,1
visitor_7775,1
visitor_7778,1
visitor_7780,1
visitor_7781,1
visitor_7782,1
visitor_7785,1
visitor_7787,1
visitor_7794,1
visitor_7795,1
visitor_7796,1
visitor_7798,1
visitor_7800,1
visitor_7801,1
visitor_7803,1
visitor_7807,1
visitor_7808,1
visitor_7810,1
visitor_7811,1
visitor_7812,1
visitor_7817,1
visitor_7819,1
visitor_7825,1
visitor_7826,1
visitor_7828,1
visitor_7830,1
visitor_7832,1
visitor_7833,1
visitor_7834,1
visitor_7835,1
visitor_7838,1
visitor_7839,1
visitor_7841,1
visitor_7842,1
visitor_7844,1
visitor_7846,1
visitor_7851,1
visitor_7854,1
visitor_7855,1
visitor_7857,1
visitor_7858,1
visitor_7865,1
visitor_7866,1
visitor_7867,1
visitor_7868,1
visitor_7869,1
visitor_7870,1
visitor_7871,1
visitor_7873,1
visitor_7877,1
visitor_7878,1
visitor_7882,1
visitor_7883,1
visitor_7884,1
visitor_7886,1
visitor_7889,1
visitor_7894,1
visitor_7897,1
visitor_7898,1
visitor_7900,1
visitor_7901,1
visitor_7902,1
visitor_7904,1
visitor_7906,1
visitor_7908,1
visitor_7909,1
visitor_7910,1
visitor_7911,1
visitor_7912,1
visitor_7913,1
visitor_7914,1
visitor_7916,1
visitor_7917,1
visitor_7918,1
visitor_7919,1
visitor_7921,1
visitor_7923,1
visitor_7925,1
visitor_7928,1
visitor_7930,1
visitor_7932,1
visitor_7933,1
visitor_7934,1
visitor_7938,1
visitor_7940,1
visitor_7942,1
visitor_7945,1
visitor_7946,1
visitor_7947,1
visitor_7949,1
visitor_7950,1
visitor_7958,1
visitor_7960,1
visitor_7962,1
visitor_7964,1
visitor_7967,1
visitor_7968,1
visitor_7969,1
visitor_7970,1
visitor_7973,1
visitor_7974,1
visitor_7975,1
visitor_7977,1
visitor_7979,1
visitor_7980,1
visitor_7983,1
visitor_7985,1
visitor_7987,1
visitor_7989,1
visitor_7992,1
visitor_7994,1
visitor_7995,1
visitor_7998,1
visitor_8000,1
visitor_8003,1
visitor_8004,1
visitor_8005,1
visitor_8006,1
visitor_8011,1
visitor_8014,1
visitor_8017,1
visitor_8018,1
visitor_8019,1
visitor_8022,1
visitor_8024,1
visitor_8027,1
visitor_8029,1
visitor_8039,1
visitor_8041,1
visitor_8043,1
visitor_8045,1
visitor_8046,1
visitor_8047,1
visitor_8048,1
visitor_8050,1
visitor_8052,1
visitor_8056,1
visitor_8057,1
visitor_8058,1
visitor_8060,1
visitor_8062,1
visitor_8065,1
visitor_8066,1
visitor_8070,1
visitor_8072,1
visitor_8074,1
visitor_8075,1
visitor_8076,1
visitor_8080,1
visitor_8081,1
visitor_8085,1
visitor_8086,1
visitor_8094,1
visitor_8096,1
visitor_8098,1
visitor_8102,1
visitor_8106,1
visitor_8109,1
visitor_8111,1
visitor_8112,1
visitor_8117,1
visitor_8118,1
visitor_8121,1
visitor_8122,1
visitor_8123,1
visitor_8126,1
visitor_8128,1
visitor_8133,1
visitor_8134,1
visitor_8137,1
visitor_8139,1
visitor_8145,1
visitor_8146,1
visitor_8147,1
visitor_8154,1
visitor_8157,1
visitor_8158,1
visitor_8159,1
visitor_8161,1
visitor_8162,1
visitor_8163,1
visitor_8168,1
visitor_8173,1
visitor_8179,1
visitor_8181,1
visitor_8183,1
visitor_8184,1
visitor_8185,1
visitor_8186,1
visitor_8190,1
visitor_8191,1
visitor_8193,1
visitor_8194,1
visitor_8195,1
visitor_8200,1
visitor_8201,1
visitor_8202,1
visitor_8204,1
visitor_8210,1
visitor_8213,1
visitor_8217,1
visitor_8218,1
visitor_8219,1
visitor_8221,1
visitor_8224,1
visitor_8225,1
visitor_8227,1
visitor_8229,1
visitor_8231,1
visitor_8233,1
visitor_8235,1
visitor_8236,1
visitor_8238,1
visitor_8240,1
visitor_8243,1
visitor_8246,1
visitor_8250,1
visitor_8252,1
visitor_8253,1
visitor_8254,1
visitor_8256,1
visitor_8261,1
visitor_8262,1
visitor_8263,1
visitor_8266,1
visitor_8268,1
visitor_8269,1
visitor_8273,1
visitor_8286,1
visitor_8289,1
visitor_8292,1
visitor_8295,1
visitor_8296,1
visitor_8297,1
visitor_8301,1
visitor_8302,1
visitor_8303,1
visitor_8305,1
visitor_8308,1
visitor_8309,1
visitor_8317,1
visitor_8318,1
visitor_8320,1
visitor_8321,1
visitor_8322,1
visitor_8325,1
visitor_8328,1
visitor_8330,1
visitor_8334,1
visitor_8335,1
visitor_8340,1
visitor_8344,1
visitor_8345,1
visitor_8348,1
visitor_8354,1
visitor_8357,1
visitor_8358,1
visitor_8359,1
visitor_8360,1
visitor_8362,1
visitor_8363,1
visitor_8365,1
visitor_8367,1
visitor_8368,1
visitor_8372,1
visitor_8376,1
visitor_8378,1
visitor_8382,1
visitor_8383,1
visitor_8387,1
visitor_8388,1
visitor_8392,1
visitor_8394,1
visitor_8396,1
visitor_8397,1
visitor_8398,1
visitor_8399,1
visitor_8401,1
visitor_8403,1
